,Predicted
238,0.42854816
239,0.99250543
240,0.8033683
241,0.52963895
242,0.03391057
243,0.00075249583
244,0.99308985
245,0.2243334
246,0.044478524
247,0.298886
248,0.99710065
249,0.0061781397
250,0.78350097
251,0.2683645
252,0.016762635
253,0.00068849005
254,0.90954274
255,0.013182911
256,0.2059761
257,0.04317381
258,0.8940569
259,0.6252419
260,0.41974682
261,0.017249705
262,0.013141394
263,0.97540104
264,0.000781471
265,0.009724603
266,0.8864703
267,0.0014971219
268,0.31437784
269,0.04624953
270,0.31571376
271,0.9555669
272,7.3178715e-05
273,0.63166
274,0.91280013
275,0.037755027
276,0.33604616
277,0.7310576
278,0.73182476
279,0.033079736
280,0.6139975
281,0.76715577
282,0.06238691
283,0.012405163
284,0.7548516
285,0.13602309
286,0.12183084
287,0.97037613
288,0.989532
289,0.03272962
290,0.015877206
291,0.0054171747
292,0.015386743
293,0.09299531
294,0.008318766
295,0.730561
296,0.9426513
297,0.20869747
298,0.0038544112
299,0.0023866608
300,0.26437312
301,0.9148695
302,0.0076819463
303,0.18753667
304,0.14647543
305,0.300241
306,0.020808369
307,0.01255017
308,0.001838994
309,0.888879
310,0.34238088
311,0.35451585
312,0.36083245
313,0.9644052
314,0.04063747
315,0.0011644242
316,0.92079896
317,0.0058248923
318,0.20067234
319,0.09527819
320,0.07399472
321,0.82898843
322,0.90833294
323,0.89816046
324,0.2976766
325,0.06518159
326,0.22934106
327,0.97402745
328,0.04433609
329,0.88441545
330,0.18130237
331,0.7420462
332,0.12616733
333,0.0071291686
334,0.4779319
335,0.73471767
336,0.8853582
337,0.036021642
338,0.00013066105
339,0.015726596
340,0.6963569
341,0.8605793
342,0.9965712
343,0.03712488
344,0.00034967717
345,0.031865887
346,9.1769725e-05
347,0.011059397
348,0.11108214
349,0.99637145
350,0.07836602
351,0.9055688
352,0.00010527659
353,0.0029361178
354,0.9742206
355,0.9931103
356,0.056988455
357,0.3570028
358,0.025481176
359,0.06179952
360,0.22850604
361,0.5919096
362,0.051543057
363,0.60049284
364,0.6613122
365,0.3049044
366,0.99366224
367,0.18487091
368,0.002142481
369,0.6900939
370,0.20729074
371,0.00045669693
372,0.010178261
373,0.5219852
374,0.11944437
375,0.08849358
376,0.00947587
377,0.26576433
378,0.6901305
379,0.9960476
380,0.6657244
381,0.602975
382,0.6010169
383,0.00060179614
384,0.081565075
385,0.009601155
386,0.19353066
387,0.74104506
388,0.0027948166
389,0.25160438
390,0.46979842
391,0.32810873
392,0.00032103952
393,0.7287559
394,0.071844935
395,0.005000483
396,0.058942664
397,0.85268325
398,0.56320655
399,0.9713601
400,0.50074154
401,0.052836675
402,0.040252708
403,0.99772054
404,0.17097583
405,0.008097611
406,0.023535363
407,0.39043862
408,0.20314953
409,0.20401482
410,0.0003154473
411,0.5116769
412,0.29185137
413,0.49298912
414,0.5209115
415,0.005202045
416,0.80603945
417,0.0021856928
418,9.864386e-07
419,0.46331176
420,0.00035306354
421,0.8374775
422,0.93910694
423,0.029269665
424,0.09127287
425,0.9941265
426,0.7946572
427,0.9216193
428,0.34007213
429,0.72694576
430,0.2996071
431,0.54032296
432,0.38175735
433,0.7901568
434,0.9928366
435,4.132787e-05
436,0.3870057
437,0.009842681
438,0.12703389
439,0.8303941
440,0.82816136
441,0.23282671
442,0.3404884
443,0.988894
444,0.045611095
445,0.20503183
446,0.5309569
447,0.10484972
448,0.18786767
449,0.0020312206
450,2.5598802e-06
451,0.010307114
452,0.027003016
453,0.92043895
454,0.7951838
455,0.038231265
456,0.00076912524
457,0.123037875
458,0.14884105
459,0.0037797063
460,0.43647227
461,0.94544375
462,0.0016374488
463,0.53550017
464,0.78016955
465,0.118116856
466,0.7657691
467,0.026043128
468,0.016711537
469,0.002995513
470,0.00022608945
471,0.8526705
472,0.19209227
473,0.84745675
474,0.9024526
475,0.055005796
476,0.23924103
477,0.6741561
478,0.59712344
479,0.93344295
480,0.44219083
481,0.98476255
482,0.0008300498
483,0.016269231
484,0.8659301
485,0.5821873
486,0.020762715
487,0.8934854
488,0.048443392
489,0.12243011
490,0.8194825
491,0.09332404
492,0.09126516
493,0.014326085
494,0.9145687
495,0.20849709
496,2.1646232e-05
497,0.7011069
498,0.95616496
499,0.018791083
500,0.7170451
501,3.470968e-05
502,0.5896116
503,0.0005162848
504,0.008464795
505,0.93202513
506,0.000106197665
507,0.53900415
508,0.08858766
509,0.11718462
510,0.7328357
511,0.047877796
512,0.71519065
513,0.1427407
514,0.09239749
515,0.03810298
516,0.6313207
517,0.78096884
518,0.0014986753
519,0.23167658
520,0.81016284
521,0.23901515
522,0.07282003
523,0.7811732
524,0.1106426
525,0.53443754
526,0.593318
527,0.008516319
528,0.004250168
529,0.5709298
530,0.9710439
531,0.001378729
532,0.0013068831
533,0.73558724
534,0.036962554
535,0.17115732
536,0.022565376
537,0.9397057
538,0.00050676515
539,0.9755057
540,0.14173621
541,0.9945878
542,0.9969627
543,0.033649616
544,0.0052511375
545,0.9801179
546,0.7976614
547,0.0045913826
548,0.8280389
549,0.9615887
550,0.30205098
551,0.76068634
552,0.8367902
553,0.77599037
554,0.96034956
555,0.044114448
556,6.9483904e-06
557,0.9888862
558,0.21842034
559,0.0001508912
560,0.08179386
561,0.05321307
562,0.014321786
563,0.104605034
564,0.26905704
565,0.045795906
566,0.0037345015
567,0.44755983
568,0.86884373
569,0.074473396
570,0.6990068
571,1.4904495e-05
572,0.40994486
573,0.085629776
574,0.0071679847
575,0.1368432
576,0.0759215
577,0.85480326
578,0.2547777
579,0.982024
580,0.17510766
581,0.86142224
582,0.008300986
583,0.015536788
584,0.53502524
585,0.27249673
586,0.035157926
587,0.9605563
588,0.10199354
589,0.2435792
590,0.02572968
591,0.015771382
592,0.21859352
593,0.34665203
594,1.0679184e-05
595,0.03360018
596,0.25818115
597,0.017914679
598,0.6524378
599,1.39031135e-05
600,0.9741491
601,0.75520027
602,0.08861509
603,0.027068079
604,0.02547807
605,0.013708648
606,0.0021128776
607,0.22057676
608,0.14814103
609,0.05699285
610,0.32635057
611,0.9569906
612,0.10150994
613,0.056910656
614,0.029572412
615,0.12265898
616,0.0070833205
617,0.4542502
618,0.9036667
619,0.11106465
620,0.0051492685
621,0.36042532
622,0.007361544
623,0.00357107
624,0.9448167
625,0.78801143
626,0.762869
627,0.03341624
628,0.04798341
629,0.0008876226
630,0.6897524
631,0.047420356
632,0.36134177
633,0.0059412667
634,0.044307113
635,0.01705816
636,0.012903988
637,0.21317002
638,0.41941386
639,0.9473569
640,0.928717
641,0.063361764
642,0.7805127
643,0.008191677
644,0.045094892
645,0.14454807
646,0.16808298
647,0.045192182
648,0.3556003
649,0.856034
650,0.07920377
651,0.440449
652,0.22522104
653,0.00015046494
654,0.004966722
655,0.0035276592
656,0.08864848
657,0.013688872
658,0.7450506
659,0.00023498626
660,0.07632975
661,0.051361043
662,0.6182846
663,0.73485327
664,0.9226965
665,0.7466461
666,0.66453373
667,0.0002395449
668,0.5553224
669,0.089331895
670,0.9260052
671,0.008940506
672,0.0035968914
673,0.00076358905
674,0.90548676
675,0.5662026
676,0.10606627
677,0.84990376
678,0.93185824
679,0.7226704
680,0.0004888497
681,0.12977687
682,0.0034144428
683,2.852687e-07
684,0.065433465
685,0.037217118
686,0.039026674
687,0.031125432
688,0.88358814
689,0.030667339
690,0.0013111588
691,0.010462066
692,0.6755086
693,0.5540559
694,0.70841736
695,0.8042426
696,0.99082696
697,0.006674266
698,0.9593623
699,0.21998107
700,0.08903556
701,0.76811236
702,0.025974805
703,0.80309117
704,0.775144
705,0.057265263
706,0.37028658
707,0.0019864407
708,0.006331605
709,0.04692739
710,0.08192999
711,0.16534513
712,0.003974266
713,0.8795249
714,0.22437069
715,0.50657254
716,0.6892809
717,0.0027674832
718,0.013267368
719,0.00030576414
720,0.9850763
721,0.023751114
722,0.0036766906
723,0.2362818
724,0.10308757
725,0.010932332
726,0.11907555
727,0.8949747
728,0.67707485
729,0.2186135
730,0.05877161
731,0.041358
732,0.054068197
733,0.015947603
734,0.30242458
735,0.5600109
736,0.0020508743
737,0.6974331
738,0.032801297
739,0.53338224
740,0.04343121
741,0.36858782
742,0.0019093318
743,0.141933
744,0.3159379
745,5.9661554e-05
746,0.05076664
747,0.14769238
748,0.0016892873
749,0.35333362
750,0.009194319
751,0.05450771
752,0.023980225
753,0.32131863
754,0.5276695
755,0.009674482
756,0.91291887
757,0.33556464
758,0.6741277
759,0.9851513
760,0.00029892838
761,0.02061758
762,0.27171847
763,0.4467565
764,0.9384512
765,0.21546717
766,0.08962772
767,0.23736091
768,0.039252084
769,0.003568384
770,0.0032016814
771,0.007100324
772,0.7188555
773,0.26319084
774,0.07721712
775,0.9940478
776,0.021176692
777,0.5988259
778,0.6819723
779,0.51554394
780,0.06731229
781,0.01046513
782,0.9678219
783,0.8726228
784,0.23988767
785,0.10476339
786,0.37087885
787,0.028744126
788,0.030642431
789,0.869602
790,0.66423106
791,0.007328482
792,3.848029e-07
793,0.15633698
794,0.008301026
795,0.23455688
796,0.03067718
797,0.1267811
798,0.2665721
799,0.42192188
800,0.012273632
801,0.012750616
802,0.99243295
803,0.0009896259
804,0.031448953
805,0.988842
806,0.049237005
807,0.3398481
808,0.8074772
809,0.002191499
810,0.10338938
811,0.93337077
812,0.071280465
813,0.65525365
814,0.012683086
815,0.9894598
816,0.94238627
817,0.0016993949
818,0.07267224
819,0.0017719103
820,0.0035235477
821,0.97825575
822,0.9859599
823,0.36223522
824,0.2686158
825,0.002415013
826,0.10026692
827,0.009529026
828,0.1607084
829,0.32355168
830,0.035819385
831,0.057373118
832,0.58887446
833,0.7445823
834,0.0005259052
835,0.024233809
836,0.6348339
837,0.010279886
838,0.9678146
839,0.036577124
840,0.7015728
841,0.026985418
842,0.022559194
843,0.0017182191
844,0.61585134
845,0.5968634
846,0.034787424
847,0.9936167
848,0.36102703
849,0.055620164
850,0.991377
851,0.08689506
852,1.6341506e-05
853,0.49979538
854,0.00055828237
855,0.6995388
856,0.87548274
857,0.9725111
858,0.21963617
859,0.6411663
860,0.008609508
861,0.049501464
862,0.059860446
863,0.06638979
864,0.7163055
865,0.00011340955
866,0.5870649
867,0.037705716
868,0.38551992
869,0.11127919
870,0.91428787
871,0.90166986
872,0.9578931
873,0.541461
874,0.007767713
875,0.0015132264
876,0.041763246
877,0.47849292
878,0.059983216
879,0.012357179
880,0.004069589
881,0.9575404
882,0.85973775
883,0.25008303
884,0.01784802
885,0.99652815
886,0.53324306
887,0.10452281
888,0.000993897
889,0.07318966
890,0.0071192468
891,0.7608925
892,0.42227277
893,0.76030886
894,0.5283545
895,0.9558116
896,0.29075462
897,0.2846942
898,0.6652695
899,0.0819762
900,0.0052154996
901,2.0959967e-06
902,0.08418066
903,0.9571196
904,0.03928163
905,0.0001550331
906,0.6878426
907,0.9843448
908,0.41744193
909,0.26223826
910,0.0011992665
911,0.97444963
912,0.02334666
913,0.00092761416
914,0.48169595
915,0.16771159
916,0.16468129
917,0.54262066
918,0.0006166276
919,0.16024013
920,0.9954139
921,0.094437376
922,0.1631625
923,0.68855923
924,0.011446759
925,0.029475931
926,0.98465586
927,0.5299644
928,0.49876833
929,0.047139153
930,0.95776683
931,0.8177408
932,0.9189207
933,0.17744204
934,0.19916496
935,0.9259962
936,0.09316528
937,0.70010066
938,0.10325637
939,0.78128225
940,0.97390574
941,0.015061584
942,0.01650609
943,0.5754434
944,0.25496095
945,0.05129372
946,0.004149828
947,0.487823
948,0.9230498
949,0.7375384
950,0.041538876
951,0.84113455
952,0.024699982
953,0.32520723
954,0.019848002
955,0.82531184
956,0.18964982
957,0.9603135
958,0.02663906
959,0.08922576
960,0.9722765
961,4.7835605e-05
962,0.5092062
963,0.6727046
964,0.0005798785
965,0.01688204
966,0.2724312
967,0.5024445
968,9.4940275e-05
969,0.18786307
970,0.0060756737
971,0.0006058878
972,0.0010782197
973,0.8974999
974,0.43900824
975,0.15871972
976,0.00058248255
977,0.6136183
978,0.0047621513
979,0.77821386
980,0.101529025
981,0.010634921
982,0.55488133
983,0.8755932
984,0.039496046
985,0.026571054
986,0.035335757
987,0.1516303
988,0.0398795
989,0.057927646
990,0.9017417
991,0.8728053
992,0.07234429
993,0.4597136
994,0.40187335
995,0.0014862906
996,0.36337402
997,0.91752213
998,0.919539
999,0.46443802
1000,0.71976244
1001,0.0028504725
1002,0.005481496
1003,0.059304845
1004,0.7307371
1005,0.09201011
1006,0.8994433
1007,0.0054419586
1008,0.11381535
1009,0.18473908
1010,0.00011118236
1011,0.26456323
1012,0.0038181362
1013,0.80599463
1014,0.5208818
1015,0.96972054
1016,0.14138971
1017,0.0049678395
1018,0.026217109
1019,0.8295557
1020,0.66121894
1021,0.00059185154
1022,0.27255684
1023,0.20019619
1024,0.31947213
1025,0.015708016
1026,0.0061464487
1027,0.15851238
1028,0.0004454432
1029,0.09308708
1030,0.74110645
1031,0.8881259
1032,0.9856799
1033,0.5289365
1034,0.011325056
1035,1.9451616e-05
1036,0.9330804
1037,0.96195906
1038,0.3182182
1039,0.09701075
1040,0.0008143804
1041,0.45847765
1042,0.038519375
1043,0.9624321
1044,0.12146928
1045,0.913572
1046,0.9970094
1047,0.28063646
1048,0.19637196
1049,0.8154025
1050,0.18016788
1051,0.91656715
1052,0.93204343
1053,0.8159453
1054,0.62559223
1055,0.41055846
1056,0.08787376
1057,0.0062521272
1058,0.94353324
1059,0.9087054
1060,0.13077545
1061,0.55199087
1062,1.8212722e-05
1063,0.888206
1064,0.47378835
1065,0.038015444
1066,0.08683409
1067,0.027878871
1068,1.3108884e-05
1069,0.97396773
1070,0.22610626
1071,0.08904667
1072,0.65608263
1073,0.5824427
1074,0.21718507
1075,0.1912649
1076,0.15389475
1077,0.16258632
1078,0.0010206745
1079,0.007579524
1080,0.00021754054
1081,0.93848294
1082,0.08050722
1083,0.93012464
1084,0.6923772
1085,0.020701453
1086,0.7996957
1087,0.16276863
1088,0.591641
1089,0.46574563
1090,0.74540097
1091,0.4697791
1092,0.0014824928
1093,0.018641513
1094,0.017762419
1095,0.007362901
1096,0.0004466494
1097,0.6234483
1098,0.07213961
1099,0.008820297
1100,0.10040218
1101,0.54513896
1102,0.034892373
1103,0.06809593
1104,0.07784678
1105,0.122492
1106,0.4844512
1107,0.21713206
1108,0.0041504097
1109,0.97091323
1110,0.02502815
1111,0.13224378
1112,0.24006467
1113,0.024351535
1114,0.97093993
1115,0.0013286201
1116,0.0040915166
1117,0.020662386
1118,0.0010589985
1119,0.19538145
1120,0.14697483
1121,0.02736966
1122,0.59249306
1123,0.36096635
1124,0.093949325
1125,0.4814323
1126,0.007918678
1127,0.87721395
1128,0.1808074
1129,0.083251454
1130,0.13175474
1131,0.42552558
1132,0.01056638
1133,0.4456583
1134,0.0020787963
1135,0.5275476
1136,0.21445274
1137,0.016144449
1138,0.8911475
1139,0.9598454
1140,0.2579503
1141,0.0067469976
1142,0.8825782
1143,0.99555224
1144,0.8591703
1145,0.9892143
1146,0.42311248
1147,0.54829663
1148,0.68630666
1149,0.0022294524
1150,0.0025030305
1151,0.010887825
1152,0.00027142142
1153,0.7918385
1154,0.9915306
1155,0.976511
1156,0.3134039
1157,0.7688207
1158,0.60466796
1159,0.06211388
1160,0.15671293
1161,0.7418811
1162,0.017031357
1163,0.031822868
1164,0.013270734
1165,0.1676664
1166,0.28866404
1167,0.05950006
1168,0.13376534
1169,0.843499
1170,0.012825836
1171,0.009592364
1172,0.5575823
1173,0.34400612
1174,0.001952925
1175,0.0073283017
1176,0.00038479528
1177,0.0016742047
1178,0.001041864
1179,0.30041227
1180,0.20529108
1181,0.0039267666
1182,0.25682148
1183,0.48792434
1184,0.1461288
1185,0.09021454
1186,0.00021535708
1187,0.31180817
1188,0.30290282
1189,0.13228157
1190,0.075275436
1191,0.484955
1192,0.2833053
1193,0.67633545
1194,0.023817178
1195,0.77156955
1196,0.010247004
1197,0.22091469
1198,0.30137235
1199,0.084850706
1200,0.62650836
1201,0.50676453
1202,0.0108614545
1203,0.46404043
1204,0.9844022
1205,0.0054869
1206,0.027554989
1207,0.89241666
1208,0.7283998
1209,0.63496053
1210,9.187618e-05
1211,0.34452295
1212,0.05181579
1213,0.24052858
1214,0.59074724
1215,0.50643724
1216,2.2451395e-05
1217,0.26273662
1218,0.0017734363
1219,0.9587895
1220,0.78770196
1221,0.7231468
1222,0.29357037
1223,0.36602986
1224,0.0005072456
1225,0.20395747
1226,0.015546262
1227,0.43195587
1228,0.015058078
1229,0.60413265
1230,0.010466529
1231,0.004095667
1232,0.0043218196
1233,0.03706977
1234,0.09793794
1235,0.838682
1236,0.24949305
1237,0.0017845234
1238,0.017185891
1239,0.7972547
1240,0.010347849
1241,0.85484743
1242,0.94910175
1243,0.38862053
1244,0.767743
1245,0.0055052466
1246,0.3713752
1247,0.54240054
1248,0.94430554
1249,9.1207374e-05
1250,0.023627695
1251,0.025737066
1252,0.102211274
1253,0.07666586
1254,0.036009945
1255,0.27142468
1256,0.0068196477
1257,0.00019431907
1258,0.45621285
1259,0.036875375
1260,0.3859349
1261,0.2848138
1262,0.95808697
1263,0.30908945
1264,0.75297123
1265,0.8646719
1266,0.998666
1267,0.0013482592
1268,0.0022467982
1269,0.0016536564
1270,0.31961718
1271,0.61796254
1272,0.005915564
1273,0.25741267
1274,0.024621451
1275,0.0032476126
1276,0.40677375
1277,0.031256717
1278,0.0830401
1279,0.00032554055
1280,0.8198203
1281,0.91822183
1282,0.4011392
1283,0.97496355
1284,0.005721656
1285,0.57772774
1286,0.34680003
1287,0.012988578
1288,0.9923288
1289,0.43611854
1290,0.9085765
1291,0.09340084
1292,0.9375141
1293,0.31648114
1294,0.16398422
1295,0.9973153
1296,0.717167
1297,0.16941047
1298,0.02901361
1299,0.0010961564
1300,0.00023536438
1301,0.82225835
1302,0.9994046
1303,0.092166565
1304,0.023045093
1305,0.21264057
1306,0.68037957
1307,0.005422571
1308,0.15435538
1309,0.0063325106
1310,0.29630765
1311,0.9974426
1312,0.05740074
1313,0.59214824
1314,0.19651374
1315,0.24432571
1316,0.6511024
1317,0.5589112
1318,0.007424394
1319,0.007395809
1320,0.028130848
1321,0.049790878
1322,0.56703234
1323,0.11160574
1324,0.1397742
1325,0.79657704
1326,0.95114213
1327,0.17960474
1328,0.690441
1329,0.00019871847
1330,0.016435616
1331,0.0009886343
1332,0.02704652
1333,0.92745745
1334,0.056755442
1335,0.011379131
1336,0.4925266
1337,0.037353307
1338,0.20037635
1339,0.9764765
1340,0.22070746
1341,0.00959422
1342,0.017414866
1343,0.032880012
1344,0.6341278
1345,0.7284431
1346,0.0015461452
1347,0.0023019155
1348,0.0012746381
1349,0.98997355
1350,0.3214026
1351,0.34126985
1352,0.0010741589
1353,0.96645814
1354,0.7030207
1355,0.7906489
1356,0.10174465
1357,0.102892265
1358,0.9846733
1359,9.7017546e-05
1360,0.936796
1361,0.00022657358
1362,0.76666296
1363,0.3853206
1364,0.08166911
1365,0.9740747
1366,0.429991
1367,0.6372056
1368,0.0024977229
1369,0.91118926
1370,0.7445047
1371,0.072840616
1372,0.1528277
1373,0.9815067
1374,0.42483068
1375,0.406842
1376,0.071952626
1377,0.010882406
1378,0.09274994
1379,0.41345054
1380,0.33467072
1381,0.15196002
1382,0.05125938
1383,0.79751617
1384,0.0008807027
1385,5.3375894e-05
1386,0.29987872
1387,0.99761045
1388,0.61875975
1389,0.52227813
1390,0.040895864
1391,0.37224135
1392,0.021635773
1393,0.24896696
1394,0.051018167
1395,0.0007065397
1396,0.013035442
1397,0.78830814
1398,0.86216134
1399,0.1493115
1400,0.02709118
1401,0.06062262
1402,0.20086436
1403,0.0005051883
1404,0.91364443
1405,0.6251579
1406,0.077846214
1407,0.50736946
1408,0.10273824
1409,0.0005688431
1410,0.22722533
1411,0.0135831665
1412,0.11687013
1413,0.48829585
1414,0.9095023
1415,0.5332306
1416,0.021896202
1417,0.8757076
1418,0.8826197
1419,0.05648415
1420,0.7781284
1421,0.0029708932
1422,0.017380396
1423,0.94413394
1424,0.22684145
1425,0.05216376
1426,0.0011471239
1427,0.5979169
1428,0.06779191
1429,0.2103642
1430,0.017499624
1431,0.24935952
1432,0.08993421
1433,0.035820268
1434,0.12430628
1435,0.057807058
1436,0.46019012
1437,0.0074629197
1438,0.0805938
1439,0.95315063
1440,0.9166907
1441,0.0061516347
1442,0.07726564
1443,0.043857396
1444,0.56120926
1445,0.00049632194
1446,0.82131225
1447,0.16124108
1448,0.07479324
1449,0.05873713
1450,0.99164283
1451,0.04493118
1452,0.6667258
1453,0.22768123
1454,0.35259175
1455,0.47627324
1456,0.6238197
1457,0.002448836
1458,0.00023573532
1459,0.0011288536
1460,0.9981058
1461,0.22456098
1462,0.7872461
1463,0.35788745
1464,0.006479779
1465,0.9043263
1466,0.2222106
1467,0.7430426
1468,0.08978846
1469,0.016797695
1470,0.2723626
1471,0.122399114
1472,0.1150044
1473,0.008969265
1474,0.49063578
1475,0.901804
1476,0.001342851
1477,0.34462574
1478,0.7909287
1479,0.5567006
1480,0.99635303
1481,0.38174948
1482,0.19391492
1483,0.008852494
1484,0.003482628
1485,0.9956106
1486,0.032300517
1487,0.6007754
1488,0.9729932
1489,0.9740637
1490,0.5637517
1491,0.5380294
1492,0.97663754
1493,0.0059384303
1494,0.012481518
1495,0.62886846
1496,9.329265e-05
1497,1.965504e-05
1498,0.4383824
1499,0.007336407
1500,0.58714485
1501,0.3228239
1502,0.99551046
1503,0.0627511
1504,0.19409174
1505,0.510738
1506,0.033834584
1507,0.9000851
1508,0.03812427
1509,0.9222088
1510,0.015620473
1511,0.07064617
1512,3.4088902e-05
1513,0.9136572
1514,0.0021778126
1515,0.906618
1516,0.028036341
1517,0.79679394
1518,0.062191486
1519,0.3136842
1520,0.7687736
1521,0.022365468
1522,0.9415911
1523,0.26714313
1524,0.08449547
1525,0.7403901
1526,0.77258295
1527,0.77126044
1528,0.010748338
1529,0.6955776
1530,0.4465348
1531,0.79870886
1532,0.22523472
1533,0.9058577
1534,0.5643674
1535,0.038685136
1536,7.960503e-05
1537,0.7035585
1538,0.37751144
1539,0.62880623
1540,0.1100616
1541,0.05883354
1542,0.0074506
1543,0.5354001
1544,0.58109653
1545,0.077464566
1546,0.15449989
1547,0.07246818
1548,0.13060251
1549,0.0057393955
1550,0.5803282
1551,0.66407496
1552,0.9050164
1553,0.20475936
1554,0.28412026
1555,0.94101256
1556,0.9244773
1557,0.96864796
1558,0.648325
1559,0.88998
1560,0.6690335
1561,0.0314966
1562,0.021250404
1563,0.27085987
1564,0.044815425
1565,0.058864307
1566,0.008505961
1567,0.10233197
1568,0.07237005
1569,0.5495107
1570,0.17191686
1571,0.05590736
1572,0.0028775833
1573,0.032436147
1574,0.017612144
1575,0.7357276
1576,0.8102497
1577,0.02525996
1578,0.047575306
1579,0.026239792
1580,0.18667567
1581,0.5807025
1582,0.11881739
1583,0.8793837
1584,0.005022609
1585,0.0069642826
1586,0.47408468
1587,0.040451176
1588,0.9577657
1589,0.7640009
1590,0.7760744
1591,0.0005140015
1592,0.0299
1593,0.022429872
1594,0.113621436
1595,0.57888806
1596,0.109058246
1597,0.16892597
1598,0.035472773
1599,0.9747199
1600,0.0065928274
1601,0.005566518
1602,0.62059486
1603,3.887649e-06
1604,0.032982815
1605,0.0016399536
1606,0.99339104
1607,0.47693974
1608,0.20393796
1609,0.8465301
1610,0.010896861
1611,0.7215227
1612,0.97189635
1613,0.8277051
1614,0.89703876
1615,0.19456281
1616,0.25392273
1617,0.7916461
1618,3.634706e-06
1619,0.36891514
1620,0.06325002
1621,0.20323333
1622,0.0118313115
1623,0.041375607
1624,0.001326351
1625,0.5264815
1626,0.9069293
1627,0.009219311
1628,0.9976176
1629,0.21723
1630,0.98119164
1631,0.99218047
1632,0.07929525
1633,0.95939934
1634,0.24383123
1635,0.016597843
1636,0.1443551
1637,0.2719615
