,Predicted
181,0.02234319
182,0.03121611
183,0.94697046
184,0.004467679
185,0.2115637
186,1.2531562e-05
187,0.00018243634
188,0.0035497777
189,0.97683764
190,0.98433524
191,0.6975174
192,0.0022375858
193,0.96540594
194,0.0062556206
195,0.17701943
196,0.9223407
197,0.003574438
198,0.3148611
199,0.004257704
200,0.64563245
201,0.02560161
202,0.0006446204
203,0.27362132
204,0.17960663
205,0.00080958067
206,0.0038345284
207,0.0030297353
208,0.38913223
209,0.02601026
210,0.0026627243
211,0.05851254
212,0.14325039
213,0.0026734327
214,0.00019116778
215,0.7994708
216,0.29220617
217,0.67734677
218,0.86269397
219,0.026330173
220,0.01402311
221,0.03894795
222,0.344572
223,0.0016421452
224,0.0024703224
225,0.0038405876
226,0.48030066
227,0.002752737
228,0.013808404
229,0.00031980593
230,0.075103626
231,0.97507155
232,0.21107379
233,0.006659305
234,0.94758785
235,0.28876334
236,0.2094425
237,0.86285734
238,0.48342222
239,0.99199533
240,0.7386613
241,0.5018333
242,0.039722722
243,0.0010233195
244,0.9906244
245,0.22136164
246,0.045268014
247,0.3394701
248,0.9972952
249,0.007530492
250,0.8097887
251,0.30519345
252,0.0032421208
253,0.0006927376
254,0.8886013
255,0.012128167
256,0.22027361
257,0.05198736
258,0.9058298
259,0.6877978
260,0.5877627
261,0.025548467
262,0.009480852
263,0.9786317
264,0.00020003109
265,0.009784589
266,0.81053036
267,0.0012057337
268,0.35147345
269,0.028599072
270,0.35867065
271,0.95592946
272,8.559394e-05
273,0.62628496
274,0.9045418
275,0.03687378
276,0.20303965
277,0.80261964
278,0.71314037
279,0.035762757
280,0.63091457
281,0.79731596
282,0.05783047
283,0.01875438
284,0.685326
285,0.15819865
286,0.24227464
287,0.9751684
288,0.9927732
289,0.021960173
290,0.005611609
291,0.00802304
292,0.0124317575
293,0.082492724
294,0.008242719
295,0.6275557
296,0.95794314
297,0.16548982
298,0.003881019
299,0.0026764967
300,0.35823905
301,0.8873782
302,0.00229418
303,0.21249795
304,0.2022963
305,0.24247304
306,0.024653818
307,0.007039187
308,0.0015394499
309,0.9062359
310,0.26187226
311,0.26559198
312,0.3737256
313,0.97237664
314,0.03572063
315,0.0011779688
316,0.9252857
317,0.01111055
318,0.1887524
319,0.17032138
320,0.05502553
321,0.8929329
322,0.90113175
323,0.8971468
324,0.33057868
325,0.022344079
326,0.29152143
327,0.98108375
328,0.0344536
329,0.91395247
330,0.2857468
331,0.7581815
332,0.14707208
333,0.011212708
334,0.38415265
335,0.743145
336,0.8570722
337,0.028083343
338,0.000116986455
339,0.017770378
340,0.6430572
341,0.8969496
342,0.99818337
343,0.054499846
344,0.00059011154
345,0.04059603
346,0.00014897186
347,0.005812104
348,0.09656004
349,0.99791527
350,0.08416493
351,0.9009718
352,8.6607535e-05
353,0.0042141215
354,0.9741527
355,0.9911701
356,0.06321423
357,0.28093347
358,0.025072033
359,0.05255245
360,0.2900914
361,0.55997413
362,0.037500247
363,0.67306775
364,0.52389807
365,0.24388365
366,0.9936142
367,0.24357286
368,0.0016710836
369,0.59891176
370,0.19722809
371,0.0002070918
372,0.015671074
373,0.42176753
374,0.18572429
375,0.082475424
376,0.00931578
377,0.28458276
378,0.5672681
379,0.9968808
380,0.5866204
381,0.57614934
382,0.6774149
383,0.000582999
384,0.07213715
385,0.0060501504
386,0.15758869
387,0.7054672
388,0.002358515
389,0.40400058
390,0.6580467
391,0.42445317
392,0.00034560656
393,0.6884433
394,0.06864875
395,0.0072141313
396,0.07083951
397,0.86882174
398,0.5677215
399,0.9723562
400,0.5349975
401,0.05006001
402,0.03353759
403,0.997964
404,0.17833677
405,0.0065672854
406,0.03482408
407,0.5228625
408,0.22090265
409,0.14158571
410,0.00022510349
411,0.4907972
412,0.29329252
413,0.50994146
414,0.59191495
415,0.0029159274
416,0.818165
417,0.0016144939
418,3.8060975e-07
419,0.3450837
420,0.00041862618
421,0.8323213
422,0.93206346
423,0.057635672
424,0.0781641
425,0.9894522
426,0.78202146
427,0.92131186
428,0.3587473
429,0.7375414
430,0.36586273
431,0.51517254
432,0.3785533
433,0.738294
434,0.9934405
435,3.291984e-05
436,0.37404647
437,0.026992377
438,0.038238503
439,0.86144197
440,0.8241132
441,0.1378422
442,0.5773456
443,0.9867884
444,0.04313759
445,0.13750109
446,0.48583904
447,0.13010672
448,0.13072024
449,0.0013537966
450,3.3399039e-07
451,0.015522662
452,0.02034821
453,0.9391443
454,0.79616314
455,0.042711362
456,0.00022387688
457,0.11548318
458,0.2045509
459,0.0027359359
460,0.50139356
461,0.90182936
462,0.0008692013
463,0.5212523
464,0.7661668
465,0.071998864
466,0.7659136
467,0.02428289
468,0.021773431
469,0.0033911183
470,0.00011183393
471,0.8568341
472,0.20306554
473,0.7921047
474,0.9220346
475,0.03788406
476,0.22113617
477,0.70822185
478,0.289371
479,0.9281641
480,0.50987685
481,0.9813855
482,0.0014416545
483,0.011147669
484,0.8633596
485,0.53522086
486,0.020651769
487,0.9021201
488,0.0548671
489,0.14592224
490,0.8001385
491,0.07658688
492,0.0604059
493,0.008429737
494,0.8931581
495,0.21012108
496,3.0011384e-05
497,0.5827716
498,0.9576481
499,0.021348916
500,0.66750336
501,1.9794858e-05
502,0.5495837
503,0.0012212218
504,0.00882802
505,0.9348273
506,7.474102e-05
507,0.5004424
508,0.08156947
509,0.16915452
510,0.63635254
511,0.04642024
512,0.70396906
513,0.17293999
514,0.12286464
515,0.029574493
516,0.6979455
517,0.82755595
518,0.0011222345
519,0.1959439
520,0.85569507
521,0.19830188
522,0.0636961
523,0.7895555
524,0.1127947
525,0.5134598
526,0.6180338
527,0.0049234275
528,0.0037284773
529,0.56218493
530,0.9714327
531,0.001291984
532,0.0016686653
533,0.76057994
534,0.032422047
535,0.14664987
536,0.028904146
537,0.9520165
538,0.0002047488
539,0.976703
540,0.16597584
541,0.9941867
542,0.99573624
543,0.02275968
544,0.0020743029
545,0.9889873
546,0.7541799
547,0.0028556727
548,0.82838535
549,0.9535904
550,0.22316253
551,0.7621594
552,0.84109116
553,0.77612954
554,0.9678648
555,0.03102172
556,2.8702143e-06
557,0.9785659
558,0.22452083
559,0.00020742412
560,0.04918926
561,0.045896694
562,0.0077929
563,0.10247992
564,0.36612245
565,0.09436654
566,0.001134899
567,0.43457183
568,0.8803795
569,0.078326024
570,0.59525144
571,1.4954324e-05
572,0.39235935
573,0.073000565
574,0.010524439
575,0.16969378
576,0.09010111
577,0.8512141
578,0.32275984
579,0.9881363
580,0.12202962
581,0.8900589
582,0.010516615
583,0.012682428
584,0.5062651
585,0.22486074
586,0.010390817
587,0.96378434
588,0.14986332
589,0.24217609
590,0.036788683
591,0.02062426
592,0.19143894
593,0.3583719
594,9.312894e-06
595,0.035654742
596,0.2840864
597,0.010379796
598,0.7080234
599,1.5012632e-05
600,0.97704566
601,0.7919673
602,0.10099914
603,0.055599473
604,0.020755352
605,0.020418385
606,0.0006117011
607,0.14891247
608,0.1824483
609,0.03693344
610,0.4404149
611,0.939062
612,0.09954862
613,0.044921957
614,0.025515992
615,0.08451797
616,0.010772846
617,0.40920416
618,0.88716376
619,0.07235806
620,0.0071918806
621,0.31327054
622,0.0077835442
623,0.0037790113
624,0.91890305
625,0.80157506
626,0.78641135
627,0.032169662
628,0.03809754
629,0.0011657078
630,0.65909344
631,0.06440901
632,0.44212145
633,0.0037714876
634,0.03615246
635,0.011649741
636,0.009221327
637,0.19129868
638,0.46388024
639,0.9552353
640,0.9325732
641,0.08130393
642,0.81940377
643,0.0077822683
644,0.049147084
645,0.27401236
646,0.14094165
647,0.043633632
648,0.32047105
649,0.8648826
650,0.07510333
651,0.5397295
652,0.16448748
653,0.00024690462
654,0.010168696
655,0.002546665
656,0.08184635
657,0.020685486
658,0.78092706
659,0.00034146418
660,0.056159656
661,0.05591765
662,0.6069867
663,0.63670456
664,0.87009764
665,0.7370797
666,0.6376018
667,0.00035560987
668,0.6714448
669,0.052473705
670,0.9375601
671,0.008409271
672,0.003355746
673,0.0008240381
674,0.92030275
675,0.47332114
676,0.08691883
677,0.88159734
678,0.87364066
679,0.6600522
680,0.0010795625
681,0.13137475
682,0.0029775223
683,9.987393e-08
684,0.07748251
685,0.033182725
686,0.021074815
687,0.039440136
688,0.88451433
689,0.03635611
690,0.0017946416
691,0.011181696
692,0.71175367
693,0.5980954
694,0.7695278
695,0.80094063
696,0.9892149
697,0.0046825763
698,0.96626645
699,0.1911345
700,0.1190659
701,0.7663745
702,0.023196865
703,0.77639073
704,0.7638926
705,0.07096472
706,0.36038935
707,0.0016302068
708,0.008946303
709,0.035951626
710,0.12351607
711,0.18842451
712,0.0028800957
713,0.9197418
714,0.22513103
715,0.5016115
716,0.7945715
717,0.00076880335
718,0.012389806
719,0.00039329118
720,0.9841713
721,0.028028077
722,0.0017281864
723,0.26378116
724,0.096033655
725,0.0067378967
726,0.17725153
727,0.83056086
728,0.71352017
729,0.2817157
730,0.04449249
731,0.043062534
732,0.020152053
733,0.011121018
734,0.27966627
735,0.4989391
736,0.0018547435
737,0.6675857
738,0.014537622
739,0.5523995
740,0.03953401
741,0.36330897
742,0.005197924
743,0.19133022
744,0.3693316
745,0.00025705053
746,0.032143764
747,0.06828039
748,0.0022613662
749,0.2613064
750,0.0074119503
751,0.05598737
752,0.022303317
753,0.3943977
754,0.46828398
755,0.011553222
756,0.9113571
757,0.21935403
758,0.7534585
759,0.98653877
760,0.00071296917
761,0.009593969
762,0.36684704
763,0.47488722
764,0.93184245
765,0.13290265
766,0.09315137
767,0.21453254
768,0.042882875
769,0.0062761665
770,0.002065184
771,0.0044824774
772,0.8078613
773,0.19770417
774,0.05628715
775,0.9902605
776,0.022560617
777,0.41680732
778,0.63968444
779,0.43050903
780,0.0941824
781,0.01201503
782,0.953612
783,0.8937748
784,0.20607603
785,0.10173657
786,0.36152366
787,0.028469909
788,0.029489208
789,0.89405316
790,0.68630534
791,0.008225242
792,1.221022e-07
793,0.1246774
794,0.012722972
795,0.27032727
796,0.050886106
797,0.07777925
798,0.3086664
799,0.48124775
800,0.009813478
801,0.011875175
802,0.9938509
803,0.002246627
804,0.026914444
805,0.9917528
806,0.06018401
807,0.22717933
808,0.7623484
809,0.001106769
810,0.061787736
811,0.9195795
812,0.07915683
813,0.65910083
814,0.008618819
815,0.99268836
816,0.95107967
817,0.00074952794
818,0.07560259
819,0.0023375223
820,0.0022790642
821,0.9718307
822,0.989412
823,0.31843838
824,0.17308041
825,0.005562637
826,0.12830225
827,0.008008766
828,0.21229343
829,0.3007868
830,0.051828872
831,0.042004593
832,0.50674427
833,0.6433929
834,0.00051843765
835,0.018199004
836,0.6694474
837,0.006224194
838,0.9697169
839,0.04160223
840,0.6925278
841,0.015541804
842,0.013279122
843,0.001324894
844,0.6251578
845,0.5372323
846,0.043320347
847,0.98948157
848,0.41921455
849,0.05495931
850,0.9905364
851,0.12247956
852,5.37592e-05
853,0.5798663
854,0.0004325442
855,0.64215434
856,0.91693085
857,0.95453656
858,0.20763989
859,0.7681137
860,0.00692088
861,0.047822785
862,0.04582963
863,0.06286593
864,0.78214043
865,0.00017639805
866,0.6091782
867,0.057068348
868,0.37510055
869,0.09891911
870,0.91080076
871,0.9293238
872,0.96530133
873,0.54191595
874,0.007350375
875,0.0010398044
876,0.03098175
877,0.40832788
878,0.054534685
879,0.023499202
880,0.0049268613
881,0.9214691
882,0.8325122
883,0.27150422
884,0.028380971
885,0.996319
886,0.5604795
887,0.101680204
888,0.00044478843
889,0.07376512
890,0.0064004622
891,0.6442961
892,0.31353092
893,0.77134943
894,0.49715218
895,0.9528082
896,0.25202447
897,0.28990167
898,0.66473424
899,0.12754446
900,0.0028712028
901,8.7943545e-07
902,0.1060796
903,0.95487785
904,0.026538324
905,5.5804114e-05
906,0.6389139
907,0.9827342
908,0.4368705
909,0.10525723
910,0.0015454089
911,0.96112746
912,0.029327262
913,0.001303424
914,0.41528216
915,0.15991049
916,0.13222986
917,0.53548753
918,0.00037453618
919,0.17102823
920,0.9936622
921,0.09148886
922,0.14641361
923,0.77508897
924,0.012184203
925,0.030724937
926,0.9857091
927,0.5375829
928,0.4759783
929,0.049978007
930,0.96969664
931,0.8706614
932,0.86774695
933,0.13258725
934,0.25860912
935,0.92859566
936,0.09383413
937,0.7130381
938,0.07164578
939,0.7549791
940,0.9876568
941,0.01173238
942,0.020366091
943,0.48339304
944,0.18008946
945,0.047752284
946,0.004438613
947,0.49010438
948,0.9667374
949,0.764979
950,0.02868833
951,0.890056
952,0.016014518
953,0.32751182
954,0.021420736
955,0.8571889
956,0.1289076
957,0.9677378
958,0.021424782
959,0.123178326
960,0.9786624
961,2.7971424e-05
962,0.4918242
963,0.67467326
964,0.00046939575
965,0.011787241
966,0.25600713
967,0.33325815
968,0.00017156673
969,0.27983627
970,0.0038955833
971,0.0008086148
972,0.0029915539
973,0.8714226
974,0.45786604
975,0.10891624
976,0.0006561166
977,0.7624229
978,0.006130369
979,0.84956634
980,0.08877799
981,0.010556255
982,0.5807074
983,0.8889834
984,0.045945935
985,0.022722954
986,0.032451767
987,0.19280538
988,0.056769084
989,0.16093345
990,0.926359
991,0.8988477
992,0.06793351
993,0.42568904
994,0.44465145
995,0.0013581573
996,0.32897347
997,0.8664109
998,0.9699095
999,0.4859354
1000,0.6285714
1001,0.0022328903
1002,0.0046887603
1003,0.09470439
1004,0.7849182
1005,0.10526637
1006,0.87286776
1007,0.006680605
1008,0.093185425
1009,0.18869114
1010,0.00022724741
1011,0.19979772
1012,0.0029966624
1013,0.82377607
1014,0.49685812
1015,0.95638525
1016,0.12886956
1017,0.0055656685
1018,0.019168768
1019,0.85439074
1020,0.6153778
1021,0.0010303634
1022,0.24270387
1023,0.21399787
1024,0.28681624
1025,0.023057528
1026,0.007462704
1027,0.118168905
1028,0.00039587985
1029,0.095730476
1030,0.68417585
1031,0.8895133
1032,0.98722553
1033,0.5606923
1034,0.019991431
1035,1.1328933e-05
1036,0.94417393
1037,0.9575734
1038,0.28540224
1039,0.085893676
1040,0.00046137115
1041,0.31786197
1042,0.040642984
1043,0.95350486
1044,0.124932215
1045,0.89684135
1046,0.99731386
1047,0.22843356
1048,0.20356028
1049,0.789745
1050,0.3068753
1051,0.78490597
1052,0.9398019
1053,0.82098246
1054,0.67281663
1055,0.3952422
1056,0.09312266
1057,0.0027115114
1058,0.90724814
1059,0.90990466
1060,0.10907837
1061,0.4099659
1062,3.6227022e-05
1063,0.89323235
1064,0.59109694
1065,0.02396551
1066,0.12207456
1067,0.03723423
1068,1.0055189e-05
1069,0.9706211
1070,0.13769034
1071,0.089104995
1072,0.68340325
1073,0.55685383
1074,0.23573415
1075,0.17431217
1076,0.14496577
1077,0.15588188
1078,0.0009245556
1079,0.008091869
1080,0.00049311464
1081,0.95566213
1082,0.069936916
1083,0.949268
1084,0.7002425
1085,0.015946377
1086,0.82651824
1087,0.11731827
1088,0.5279553
1089,0.47023287
1090,0.7415409
1091,0.4419968
1092,0.0014285379
1093,0.014949478
1094,0.038366295
1095,0.00251063
1096,0.00036144987
1097,0.59775245
1098,0.08776504
1099,0.023521941
1100,0.12829085
1101,0.58099395
1102,0.039454482
1103,0.06907494
1104,0.07430412
1105,0.15410694
1106,0.6793643
1107,0.14112209
1108,0.0049645565
1109,0.95787704
1110,0.024744526
1111,0.10971747
1112,0.20661378
1113,0.010573278
1114,0.94930923
1115,0.0016887228
1116,0.0029178958
1117,0.015154983
1118,0.00031617368
1119,0.16104998
1120,0.12126593
1121,0.041987482
1122,0.60366315
1123,0.32593086
1124,0.08833537
1125,0.4411458
1126,0.0057572266
1127,0.90967625
1128,0.17917195
1129,0.12486285
1130,0.11065273
1131,0.38586146
1132,0.013497466
1133,0.56367075
1134,0.0028050174
1135,0.52620476
1136,0.17891917
1137,0.018242957
1138,0.934264
1139,0.9590109
1140,0.30596521
1141,0.008056873
1142,0.92143315
1143,0.99605626
1144,0.85574895
1145,0.9905707
1146,0.35459238
1147,0.4562873
1148,0.6926322
1149,0.0012272702
1150,0.0014364987
1151,0.010660712
1152,0.00028909097
1153,0.8385763
1154,0.98296374
1155,0.98102635
1156,0.242258
1157,0.6610959
1158,0.55154306
1159,0.047542013
1160,0.14260218
1161,0.6757211
1162,0.007220735
1163,0.023226747
1164,0.015971528
1165,0.16560596
1166,0.31222677
1167,0.055376787
1168,0.084985964
1169,0.8344401
1170,0.022145387
1171,0.010506956
1172,0.59428877
1173,0.3711315
1174,0.0027595903
1175,0.00462191
1176,0.00057323475
1177,0.0041401577
1178,0.00089046016
1179,0.279171
1180,0.1717364
1181,0.0018932486
1182,0.19150454
1183,0.4331053
1184,0.10586502
1185,0.09568915
1186,9.4609524e-05
1187,0.3018893
1188,0.21521573
1189,0.11014514
1190,0.07518339
1191,0.42210189
1192,0.32205126
1193,0.6206383
1194,0.029017221
1195,0.79557455
1196,0.009566116
1197,0.24824946
1198,0.32029888
1199,0.14277521
1200,0.66421103
1201,0.44493866
1202,0.007697144
1203,0.49401146
1204,0.9846994
1205,0.0005140523
1206,0.026163867
1207,0.89115256
1208,0.72110707
1209,0.6204616
1210,8.729879e-06
1211,0.3712662
1212,0.052792948
1213,0.2412552
1214,0.4970557
1215,0.47750154
1216,2.0172705e-05
1217,0.22008348
1218,0.0055207
1219,0.95413387
1220,0.8219687
1221,0.72697014
1222,0.2839678
1223,0.33723074
1224,0.0006077791
1225,0.22098081
1226,0.015003232
1227,0.5307542
1228,0.0113215
1229,0.49688125
1230,0.011951941
1231,0.0014035808
1232,0.007036957
1233,0.03727298
1234,0.11633827
1235,0.8188063
1236,0.19416028
1237,0.0015208995
1238,0.024257762
1239,0.7536483
1240,0.018669795
1241,0.87287027
1242,0.9615477
1243,0.443039
1244,0.785982
1245,0.005040878
1246,0.35588816
1247,0.4818017
1248,0.94094896
1249,0.00018769024
1250,0.024431985
1251,0.016730621
1252,0.12418953
1253,0.1031989
1254,0.032098472
1255,0.2650355
1256,0.010105563
1257,4.5001514e-05
1258,0.47208244
1259,0.037122328
1260,0.42898545
1261,0.3189506
1262,0.9652082
1263,0.2595678
1264,0.77572155
1265,0.85187036
1266,0.9986631
1267,0.001458535
1268,0.004953071
1269,0.0013179921
1270,0.26302454
1271,0.577515
1272,0.0031213951
1273,0.24162622
1274,0.03024889
1275,0.0023903532
1276,0.4292682
1277,0.066043265
1278,0.08251719
1279,0.00016308296
1280,0.8257291
1281,0.9294655
1282,0.28485408
1283,0.9867638
1284,0.010363332
1285,0.59687984
1286,0.3369594
1287,0.01961913
1288,0.9892151
1289,0.4063201
1290,0.88976896
1291,0.09922124
1292,0.94438887
1293,0.43616658
1294,0.13431582
1295,0.99544495
1296,0.709068
1297,0.06714341
1298,0.038721286
1299,0.00012221253
1300,0.00010651222
1301,0.9178737
1302,0.9989001
1303,0.07903064
1304,0.06102714
1305,0.21334267
1306,0.54027814
1307,0.008153113
1308,0.15755896
1309,0.007454455
1310,0.30065748
1311,0.99739504
1312,0.041605197
1313,0.69391
1314,0.19115958
1315,0.28990877
1316,0.6909997
1317,0.7097853
1318,0.008466242
1319,0.0067323064
1320,0.027798828
1321,0.036668677
1322,0.3324644
1323,0.112149395
1324,0.10221653
1325,0.75768924
1326,0.94148415
1327,0.13929977
1328,0.60560364
1329,0.00013171215
1330,0.02134471
1331,0.0006510136
1332,0.08769784
1333,0.95203036
1334,0.054325115
1335,0.017240856
1336,0.5205535
1337,0.051196672
1338,0.22635326
1339,0.979037
1340,0.1617971
1341,0.0054146424
1342,0.017077133
1343,0.038373128
1344,0.639979
1345,0.71612334
1346,0.0013891086
1347,0.00097193534
1348,0.001724319
1349,0.9893721
1350,0.29912704
1351,0.37856996
1352,0.0008509499
1353,0.9818659
1354,0.7161677
1355,0.7539999
1356,0.14117108
1357,0.08448542
1358,0.98477733
1359,9.4367875e-05
1360,0.9520937
1361,0.00033667384
1362,0.6934956
1363,0.41047454
1364,0.11052556
1365,0.9635744
1366,0.43298912
1367,0.60626054
1368,0.000974477
1369,0.9591007
1370,0.80066156
1371,0.09351407
1372,0.18533896
1373,0.98503315
1374,0.44976622
1375,0.3301725
1376,0.059517913
1377,0.006536778
1378,0.101859905
1379,0.4579528
1380,0.33558616
1381,0.13381568
1382,0.04722305
1383,0.81439084
1384,0.0012268035
1385,3.8283666e-05
1386,0.3648308
1387,0.99693763
1388,0.52571005
1389,0.46658373
1390,0.043507792
1391,0.40814024
1392,0.032633718
1393,0.25072977
1394,0.046698555
1395,0.00049282325
1396,0.012987353
1397,0.8584487
1398,0.95800304
1399,0.15620896
1400,0.032861464
1401,0.06529585
1402,0.18144462
1403,0.0007566551
1404,0.8969418
1405,0.71738505
1406,0.08705469
1407,0.3842302
1408,0.07847042
1409,0.0006935713
1410,0.25086388
1411,0.010594623
1412,0.10941221
1413,0.47012872
1414,0.9074205
1415,0.48557496
1416,0.02564827
1417,0.88667834
1418,0.89013493
1419,0.053429388
1420,0.8107403
1421,0.0027311216
1422,0.026604917
1423,0.9572279
1424,0.15311593
1425,0.049800586
1426,0.0013121488
1427,0.54944956
1428,0.095398396
1429,0.33271217
1430,0.025080418
1431,0.19068252
1432,0.06967889
1433,0.029966224
1434,0.09443204
1435,0.05806418
1436,0.4639389
1437,0.004643535
1438,0.07078615
1439,0.94786024
1440,0.92778
1441,0.004421297
1442,0.05497423
1443,0.047205053
1444,0.5365574
1445,8.371431e-05
1446,0.64841264
1447,0.17972806
1448,0.07329818
1449,0.017262321
1450,0.9897219
1451,0.019253593
1452,0.72566813
1453,0.2209218
1454,0.39286762
1455,0.5387329
1456,0.5966841
1457,0.004923165
1458,0.00021445398
1459,0.0009107487
1460,0.99798393
1461,0.1900442
1462,0.7356596
1463,0.36413124
1464,0.008616725
1465,0.91401243
1466,0.2630767
1467,0.7620038
1468,0.09378635
1469,0.01251247
1470,0.2692436
1471,0.076194
1472,0.09155698
1473,0.0082836095
1474,0.48761287
1475,0.92634183
1476,0.0021477267
1477,0.33070818
1478,0.7473341
1479,0.60851634
1480,0.996762
1481,0.41869408
1482,0.2165205
1483,0.008095632
1484,0.0046239807
1485,0.9962804
1486,0.045057666
1487,0.49192223
1488,0.9743315
1489,0.9635687
1490,0.5557045
1491,0.48213276
1492,0.97831374
1493,0.011791944
1494,0.017600944
1495,0.5879172
1496,0.00026637554
1497,2.507164e-05
1498,0.48206735
1499,0.0074012736
1500,0.65430695
1501,0.22830252
1502,0.9960081
1503,0.054056067
1504,0.15414524
1505,0.5540571
1506,0.032929197
1507,0.88875425
1508,0.03847333
1509,0.94052
1510,0.012981501
1511,0.077312306
1512,2.2209622e-05
1513,0.90387213
1514,0.0010329004
1515,0.9237124
1516,0.020024495
1517,0.7650874
1518,0.053043634
1519,0.40406504
1520,0.80541164
1521,0.029926196
1522,0.92641085
1523,0.095885724
1524,0.06649454
1525,0.68985033
1526,0.7119919
1527,0.7916707
1528,0.015446517
1529,0.5681095
1530,0.47365266
1531,0.89808476
1532,0.27055785
1533,0.9094965
1534,0.6387482
1535,0.044657014
1536,0.00017047494
1537,0.6923362
1538,0.3427169
1539,0.71090317
1540,0.13210166
1541,0.04969593
1542,0.006852626
1543,0.63525724
1544,0.6024298
1545,0.0752477
1546,0.16495332
1547,0.08271657
1548,0.1529835
1549,0.0045376485
1550,0.6116769
1551,0.7518171
1552,0.9141275
1553,0.21191356
1554,0.24333647
1555,0.9071643
1556,0.9474556
1557,0.94906366
1558,0.5701973
1559,0.75895053
1560,0.74943674
1561,0.032242026
1562,0.028962139
1563,0.20478925
1564,0.04007516
1565,0.07487537
1566,0.007356544
1567,0.1269719
1568,0.06667357
1569,0.55448735
1570,0.09828397
1571,0.05074783
1572,0.0037750553
1573,0.0722527
1574,0.012657771
1575,0.6956811
1576,0.83622104
1577,0.020230448
1578,0.029230421
1579,0.02326263
1580,0.19830601
1581,0.5518156
1582,0.16325536
1583,0.90962875
1584,0.006796959
1585,0.004601653
1586,0.581677
1587,0.04330299
1588,0.9665597
1589,0.7300203
1590,0.8385426
1591,0.00053419627
1592,0.027505854
1593,0.0145372795
1594,0.0955325
1595,0.60666025
1596,0.093644775
1597,0.22704454
1598,0.02584588
1599,0.9946666
1600,0.0048076995
1601,0.004807045
1602,0.67074364
1603,2.8075761e-05
1604,0.038987707
1605,0.0014495229
1606,0.9945318
1607,0.48459715
1608,0.1590115
1609,0.89034617
1610,0.009699505
1611,0.8098818
1612,0.9643526
1613,0.78538734
1614,0.8811803
1615,0.18077223
1616,0.20655236
1617,0.7962477
1618,4.2650005e-05
1619,0.417023
1620,0.051180292
1621,0.15998687
1622,0.011589848
1623,0.019275496
1624,0.0008499563
1625,0.32107344
1626,0.9079417
1627,0.008161136
1628,0.9959965
1629,0.1793355
1630,0.9797354
1631,0.99362123
1632,0.054244958
1633,0.9614422
1634,0.16982028
1635,0.016260087
1636,0.0763389
